2000
1	69558	2581
2	46272	4358
3	62185	2955
4	8052	8676
5	78865	8897
6	38586	6002
7	84197	3122
8	78347	3688
9	32348	87
10	99908	9736
11	79666	2576
12	38976	2996
13	47533	9777
14	35100	5632
15	94283	8836
16	46761	6108
17	84942	349
18	30439	6177
19	7343	4447
20	38002	2037
21	42859	5505
22	77262	3951
23	26347	3439
24	67731	4920
25	59561	3918
26	3755	9622
27	94677	374
28	4234	7652
29	25545	3654
30	96125	6226
31	6331	406
32	79619	1538
33	41168	2034
34	57315	3243
35	92596	3349
36	32348	2818
37	52906	5475
38	23669	1431
39	82476	7737
40	168	664
41	16435	7603
42	9646	9514
43	70509	2336
44	32239	7596
45	98031	2564
46	27689	3756
47	45182	7798
48	13081	166
49	686	9093
50	68366	2073
51	75437	2985
52	40185	7892
53	33352	9829
54	623	9004
55	94891	237
56	89839	9781
57	30192	7362
58	2105	1111
59	69437	4683
60	53617	3197
61	11545	3013
62	55915	2644
63	54858	2050
64	30184	8055
65	39459	6635
66	21606	6413
67	54889	808
68	28107	3564
69	58888	4855
70	49094	4638
71	4454	9263
72	27514	6714
73	23008	578
74	31239	7715
75	82838	5845
76	88489	3269
77	34614	7869
78	66153	7778
79	57910	6365
80	51363	752
81	76283	2464
82	55476	7061
83	36082	7906
84	90675	4053
85	19758	997
86	2845	5826
87	40652	1516
88	87334	3082
89	90979	2998
90	47691	4337
91	16147	2438
92	27950	5343
93	50396	65
94	62704	3461
95	92665	4009
96	73371	6916
97	92500	3227
98	32719	3271
99	75703	7160
100	27282	6011
101	80167	886
102	87310	8563
103	61888	9543
104	36579	3993
105	67557	9331
106	84263	5737
107	70977	2852
108	87094	388
109	40075	2079
110	90502	23
111	24202	6021
112	93599	5151
113	59645	8136
114	81671	7133
115	54684	7481
116	82140	4040
117	83701	7680
118	23466	5554
119	90380	5995
120	52583	2458
121	11833	520
122	83880	6369
123	40949	1827
124	30790	2503
125	56683	626
126	14076	9832
127	65029	7001
128	80947	7980
129	75276	8868
130	52445	8051
131	53826	2183
132	19605	708
133	28326	4501
134	95001	4173
135	20804	8664
136	97043	4331
137	43181	6854
138	35803	1562
139	29202	1715
140	83734	840
141	11155	8691
142	17491	2562
143	54355	6612
144	52407	5376
145	24561	3858
146	21707	9669
147	76496	6864
148	68777	3969
149	13620	93
150	65019	1466
151	48341	7502
152	36082	2382
153	44369	4856
154	58745	8958
155	97871	9338
156	14153	9428
157	57187	5398
158	84117	550
159	71573	1570
160	62043	3710
161	55469	2712
162	80758	7947
163	44379	8087
164	59005	4766
165	19962	3140
166	68089	5198
167	20327	9378
168	51775	2334
169	60469	6071
170	35653	77
171	98680	8799
172	38062	8874
173	49474	9020
174	67926	4890
175	92963	6179
176	91014	1792
177	93867	3722
178	86468	2279
179	21498	4927
180	61138	6523
181	3237	6226
182	65412	1053
183	62883	3574
184	89242	1275
185	72925	6499
186	79434	5872
187	30613	8465
188	84164	6746
189	68813	9569
190	91610	4032
191	25417	4989
192	70111	6114
193	30473	3374
194	29111	1189
195	59004	9034
196	96733	6511
197	43455	2480
198	96022	4170
199	67394	2900
200	54407	6578
201	71591	1020
202	13308	3477
203	58619	7414
204	6691	6897
205	97641	5454
206	94167	863
207	58375	5632
208	50694	3582
209	1751	9373
210	1384	9310
211	57641	1704
212	1043	3225
213	6563	5799
214	40541	7222
215	1070	1834
216	88052	3747
217	15	7060
218	42869	7083
219	24784	8885
220	46280	3363
221	75154	4251
222	16411	4202
223	66034	7715
224	6736	9441
225	79907	736
226	98830	9474
227	76163	3079
228	31427	123
229	44591	3415
230	41265	6071
231	94614	1908
232	88691	508
233	2219	1007
234	25605	1638
235	35699	9943
236	45669	7613
237	58863	7823
238	26721	702
239	39495	2473
240	76277	5093
241	45689	5601
242	19147	4674
243	11936	6740
244	8176	1128
245	82332	5677
246	39411	3359
247	73523	4168
248	89967	4959
249	75854	3412
250	91898	3383
251	27801	4516
252	75922	3827
253	81414	2071
254	46052	226
255	77055	3677
256	79878	5560
257	83833	7072
258	76323	8142
259	38558	2938
260	92332	7662
261	22913	3873
262	60252	8053
263	94163	1558
264	7037	3067
265	10081	1460
266	76107	5499
267	14753	3601
268	96720	1629
269	7649	7638
270	82982	257
271	28673	6800
272	80005	8283
273	91837	3224
274	75634	761
275	57993	8764
276	75668	4231
277	80918	5691
278	89696	5427
279	25470	5818
280	24917	9476
281	89658	163
282	18710	9455
283	6643	8298
284	23244	147
285	49681	1523
286	29382	3271
287	79500	7728
288	17023	9307
289	32613	2248
290	16427	9977
291	88606	9870
292	48238	5489
293	77819	327
294	55853	1908
295	51346	2774
296	79858	4769
297	51437	507
298	23214	4857
299	4859	5233
300	41826	4178
301	12925	4220
302	8866	3272
303	87428	8767
304	42833	7378
305	67122	7279
306	24234	8153
307	6507	6190
308	34384	4697
309	58063	4616
310	92462	2564
311	63612	5985
312	19229	8631
313	42382	2843
314	84137	4323
315	94468	6235
316	95560	4866
317	37681	4252
318	68026	5969
319	23343	3217
320	90888	3113
321	53415	4377
322	59437	5509
323	87919	2725
324	9237	2096
325	60334	2360
326	7278	3175
327	71061	9251
328	63659	5244
329	366	6834
330	43300	3285
331	55864	9274
332	50484	5095
333	19275	5983
334	30504	6561
335	60184	3023
336	38522	607
337	52426	2192
338	72210	2194
339	43130	2230
340	41094	3714
341	71165	7929
342	86284	3785
343	78438	4179
344	35799	3585
345	33158	8388
346	44865	8822
347	74900	7226
348	80730	7990
349	77281	5774
350	7765	5024
351	72887	5937
352	44266	4296
353	55685	4356
354	8192	9190
355	47950	1346
356	28172	7324
357	23334	2761
358	79685	9604
359	85826	7696
360	21397	2289
361	11199	7414
362	85631	8726
363	75154	678
364	59458	932
365	44132	9931
366	95000	3467
367	99703	7203
368	94348	5121
369	33463	7068
370	13632	6002
371	64073	7629
372	43676	311
373	70283	8387
374	66540	7155
375	69969	8921
376	13782	367
377	78366	3314
378	4452	9635
379	22083	9112
380	30295	2656
381	68451	3592
382	84009	1478
383	45509	7407
384	90396	9357
385	35080	1472
386	59204	4499
387	54663	1142
388	21016	57
389	73680	7927
390	56426	5871
391	53649	4217
392	17380	754
393	15763	9419
394	23291	30
395	85163	2429
396	39265	1462
397	58110	2111
398	80452	1047
399	23964	616
400	70257	8087
401	16643	8430
402	37263	5215
403	86190	4986
404	54255	7785
405	54772	1473
406	11352	1171
407	5283	4487
408	18132	4852
409	96787	8426
410	95824	5227
411	90712	2007
412	56237	2579
413	72531	5096
414	70351	342
415	33822	2064
416	2339	5789
417	65590	3754
418	52602	2534
419	64964	8787
420	77588	1337
421	9915	2135
422	39488	8966
423	51901	5770
424	61810	442
425	96246	2223
426	45880	5885
427	60094	2719
428	63924	3149
429	92066	7011
430	45247	3396
431	12321	2464
432	70964	6256
433	36750	3278
434	80182	8035
435	6799	8790
436	39188	4969
437	77512	4245
438	52333	4719
439	61073	1369
440	92197	8308
441	59623	856
442	6788	1619
443	16514	5219
444	45929	9134
445	82417	325
446	10784	2887
447	83448	8539
448	82921	3268
449	31560	3328
450	64621	9110
451	16242	7411
452	7660	3316
453	63835	314
454	70002	5372
455	87263	7950
456	65467	7861
457	93899	6923
458	85122	2560
459	71832	3992
460	93937	1126
461	78580	1007
462	40276	241
463	50462	4664
464	50659	5683
465	63524	2672
466	82535	7719
467	29597	8349
468	72038	1453
469	89561	6151
470	44251	3259
471	55916	6671
472	78738	1250
473	27290	966
474	67761	7593
475	69119	7729
476	68287	2038
477	7542	2305
478	3740	9307
479	78916	7666
480	7809	9940
481	41089	3960
482	87045	551
483	58193	4489
484	87072	4082
485	47836	7502
486	19748	8460
487	69495	6433
488	77879	7190
489	68301	4843
490	34957	1497
491	31840	2720
492	83575	1834
493	33921	3352
494	81576	3059
495	71703	2625
496	66555	907
497	64622	4683
498	84351	4222
499	6528	7661
500	38670	1861
501	77559	6989
502	1420	1826
503	29903	2971
504	68334	8628
505	38476	1145
506	83897	4648
507	44731	6698
508	13527	6306
509	38454	4579
510	90884	8162
511	53227	3495
512	68106	281
513	58926	2358
514	76610	9185
515	70096	6043
516	10295	9625
517	16784	958
518	5981	2035
519	23135	8225
520	53911	1462
521	410	8903
522	63729	5353
523	76082	8067
524	72272	6717
525	76138	7760
526	92242	7223
527	60374	9982
528	54267	1517
529	11250	6407
530	52773	3360
